Freakonomics (2010),3.4210526315789473,171.0
Janeane Garofalo: If You Will (2010),4.0,1.0
White Palace (1990),3.245833333333333,120.0
Sunday Holiday (2017),2.0,1.0
City Loop (2000),3.5,1.0
Casino Royale (1967),2.9187562688064195,997.0
Accepted (2006),3.2653411880216003,2037.0
"Andromeda Strain, The (2008)",3.175324675324675,77.0
Revolt of the Zombies (1936),1.4,10.0
Saludos Amigos (1943),2.929054054054054,148.0
Garden of Love (2003),1.125,4.0
Rush Hour 3 (2007),3.105666156202144,1959.0
"O, Luckyman! (2009)",5.0,1.0
Nobody's Baby (2001),2.466666666666667,15.0
"Hello, Frisco, Hello (1943)",2.0,1.0
Freedom Riders (2010),3.642857142857143,7.0
"Happier times, Grump (2018)",3.375,4.0
"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",3.8846378504672896,1712.0
Venus Boyz (2001),3.15,10.0
24: Redemption (2008),3.492957746478873,284.0
Perry Mason: The Case of the Reckless Romeo (1992),3.0,1.0
Antidote (2014),4.25,2.0
"Incruste, L' (a.k.a. L'Incruste, fallait pas le laisser entrer!) (2004)",2.5,1.0
The Adventures of Sherlock Holmes and Doctor Watson: The Hunt for the Tiger (1980),4.097560975609756,82.0
Lost Islands (2008),3.75,2.0
Alien Code (2017),0.5,1.0
Turquaze (2010),2.5,2.0
Saraband (2003),3.6945945945945944,185.0
Bitterly! 2 (2014),1.8,5.0
Thoonga Vanam (2015),3.125,4.0
Dancing on the Edge (2013),3.8,5.0
Don't Answer the Phone! (1980),1.6666666666666667,3.0
Varg Veum - Black Sheep (2011),3.0,2.0
Hunger (2009),3.1481481481481484,27.0
Expedition Happiness (2017),3.375,4.0
The Magnificent Ruffians (1979),2.6666666666666665,3.0
Bank Error in Your Favour (Erreur de la banque en votre faveur) (2009),3.4375,8.0
Still Walking (Aruitemo aruitemo) (2008),3.8079710144927534,138.0
The Ransom of Red Chief (1998),2.0,2.0
Iron Man: Rise Of Technovore (2013),2.816326530612245,49.0
"Quare Fellow, The (a.k.a. The Condemned Man) (1962)",3.0,2.0
Crossroads (1986),3.208955223880597,268.0
City 40 (2016),3.1923076923076925,13.0
Kiss through the Wall (2011),2.2916666666666665,12.0
Deadly Blessing (1981),2.717391304347826,46.0
Retribution (1967),4.5,1.0
"Suitor, The (Soupirant, Le) (1962)",3.5,6.0
Excision (2012),3.2449664429530203,149.0
The Dead Season (1968),3.125,4.0
Le Grand Restaurant (1966),3.640625,32.0
Lovelines (1984),2.5,2.0
Likaiset kädet (1989),2.8,5.0
"Cossacks, The (1928)",2.5,1.0
Hangman's Knot (1952),2.8333333333333335,3.0
Casualties of War (1989),3.3632580261593343,841.0
"Woodsman, The (2004)",3.619090909090909,1100.0
Swineherd and Shepherd (1941),3.0,2.0
Tropical Fish (Re dai yu) (1995),3.25,4.0
Singam (2010),3.0625,8.0
Love (Szerelem) (1971),3.7222222222222223,9.0
Lupin III: First Contact (Rupan Sansei: Faasuto Kontakuto) (2002),3.5,22.0
¡A mí la legión! (1942),2.25,2.0
The Bunnyman Resurrection (2014),1.5,1.0
Bal-Can-Can (2005),2.9166666666666665,6.0
"New Rulers of the World, The (2001)",4.25,2.0
Mirrored Mind (2006),3.0,2.0
Sheep Eaters (Lampaansyöjät) (1972),3.227272727272727,11.0
Shadow People  (2007),1.6666666666666667,3.0
Yrrol: An Enormously Well Thought Out Movie (Yrrol - en kolossalt genomtänkt film) (1994),3.176470588235294,17.0
Boy (Shônen) (1969),3.5833333333333335,6.0
Rainbow Bridge (1972),3.5,1.0
Brannigan (1975),2.8010752688172045,93.0
Christmas Icetastrophe (2014),3.0,1.0
Miracle In Lane 2 (2000),2.25,8.0
Seven Brothers (Seitsemän veljestä) (1979),3.0,2.0
View From A Blue Moon (2015),3.25,2.0
Maytime (1937),3.5,2.0
"Frozen Ghost, The (1945)",3.0,3.0
Lady Liberty (1971),3.0,1.0
Eden Lodge (2015),1.5,3.0
Sparrow (1993),4.0,1.0
"Sleeping Beauty, The (La belle endormie) (2010)",2.9583333333333335,12.0
Psychic School Wars (2012),2.5,1.0
How 2 Build a Rapper (2008),3.5,1.0
Spooky Buddies (2011),2.2222222222222223,9.0
"Pirate, The (1948)",3.581081081081081,37.0
Russian Terminator (1989),2.0,4.0
Swept from the Sea (1997),3.2127659574468086,141.0
Home Made Home (1951),2.5,2.0
Without Fail (2014),3.0,2.0
Ostende (2011),2.8333333333333335,3.0
Russell Madness (2015),1.8571428571428572,7.0
Mongolian Death Worm (2010),1.625,8.0
Superheroes (2011),3.0476190476190474,21.0
2 + 2 (Dos más dos) (2012),3.1,5.0
No Big Deal (1983),3.5,1.0
Cholera Street (1997),4.0,1.0
The Witness (1969),3.5,1.0
Alice in Wonderland (1915),2.75,4.0
From Hand to Mouth (1919),3.375,4.0
Buddha Mountain (2010),2.3333333333333335,3.0
Gambit (1966),3.5337837837837838,74.0
Adventures of Mowgli (1973),3.524390243902439,41.0
Maya Lin: A Strong Clear Vision (1994),3.856396866840731,383.0
The Confirmation (2016),3.1538461538461537,39.0
Carman: The Champion (2001),2.1375,40.0
Lewis Black: Stark Raving Black (2009),3.5172413793103448,29.0
Dancer in the Dark (2000),3.845473684210526,4750.0
"Penalty, The (1920)",3.4,10.0
Eden of the East the Movie I: The King of Eden (Higashi no Eden Gekijoban) (2009),3.5285714285714285,70.0
Tender Mercies (1983),3.947724810400867,1846.0
On the Run (2002),3.2162162162162162,37.0
Hibernation (2005),3.875,4.0
"Map of the World, A (1999)",3.259375,320.0
Feast of All Saints (2001),2.0,3.0
"Sound of Music, The (1965)",3.800950215693133,17154.0
I Dream Too Much (1935),0.5,1.0
Superdad (1973),2.0,6.0
My Ordinary Love Story (2014),3.5,1.0
Carnage: Swallowing the Past (2017),3.5625,8.0
Moonwalkers (2015),2.9696969696969697,66.0
Polite People (Kurteist fólk) (2011),3.5,1.0
Sommersby (1993),3.0871559633027523,2180.0
"Dana Carvey: Straight White Male, 60 (2016)",3.09375,16.0
Paraíso Travel (2008),3.5,12.0
Puppet Master vs. Demonic Toys (Puppet Master 9) (2004),1.8333333333333333,15.0
Bye Bye Germany (2017),3.7,5.0
Violets Are Blue... (1986),2.8846153846153846,78.0
When Pigs Have Wings (2011),3.619047619047619,21.0
The Marriage Of A Young Stockbroker (1971),3.5,1.0
Found (2012),2.9285714285714284,7.0
Sx_Tape (2014),1.75,2.0
Maverick (1994),3.4052178959586366,18954.0
Red Dust (1932),3.579710144927536,69.0
Grandmaster (2012),3.5,3.0
Big Girls Don't Cry... They Get Even (Stepkids) (1992),3.0,7.0
"Next Three Days, The (2010)",3.715217391304348,1610.0
Jack Reed: A Search for Justice (1994),3.0,2.0
The Wild World of Lydia Lunch (1983),2.5,1.0
El juego de la verdad (2004),3.25,2.0
Dirty Gertie from Harlem U.S.A. (1946),2.5,1.0
Mediterranea (2015),3.6666666666666665,6.0
Dog Watch (1945),3.0,1.0
That Certain Woman (1937),2.375,4.0
Boogie Woogie (2009),2.8260869565217392,23.0
"Fantastic Fear of Everything, A (2012)",3.100806451612903,124.0
Interview with the Assassin (2002),3.2264150943396226,53.0
L'Insegnante Balla… Con Tutta La Classe (1979),2.5,1.0
"Road Warrior, The (Mad Max 2) (1981)",3.6429783812756833,11194.0
Killer: A Journal of Murder (1995),3.0535714285714284,84.0
Viceroy's House (2017),3.4642857142857144,14.0
A Man Could Get Killed (1966),2.25,2.0
Phobia 2 (2009),2.5,2.0
King of the Hill (1993),3.767255216693419,623.0
Big Bad Love (2001),2.423076923076923,39.0
A Cinderella Story: Once Upon a Song (2011),3.248,125.0
Infini (2015),2.8084415584415585,154.0
Trucks (1997),2.4444444444444446,9.0
"Great Sinner, The (1949)",3.0,4.0
House Hunting (2013),3.5,5.0
SPF-18 (2017),1.9,5.0
Aloha Bobby and Rose (1975),2.75,2.0
Greenfingers (2000),3.6214622641509435,424.0
Santoalla (2016),3.5,2.0
"Helga, She Wolf of Spilberg (1977)",3.0,1.0
Flashpoint (1984),3.306451612903226,31.0
My Friends Act III (1985),2.8333333333333335,6.0
Figli – Hijos (2001),3.6666666666666665,3.0
"Peanuts Movie, The (2015)",3.202830188679245,424.0
Tragedy Girls (2017),3.048780487804878,41.0
Fight Club: Members Only (2006),1.5,6.0
Treasure of the Yankee Zephyr (1981),3.25,6.0
Die Reise (1986),3.0,1.0
Chandu on the Magic Island (1935),0.5,1.0
Mercy (2000),2.861111111111111,36.0
Louis Theroux: Savile (2016),3.3333333333333335,15.0
How to Seduce Difficult Women (2009),2.2,5.0
Born Yesterday (1993),2.803030303030303,231.0
Strange Cargo (1940),3.3529411764705883,17.0
"Mary Poppins, Goodbye (1983)",3.185185185185185,27.0
"Lower Depths, The (Donzoko) (1957)",3.6411290322580645,124.0
"Frozen North, The (1922)",3.176470588235294,17.0
Eddie the Eagle (2016),3.6081349206349205,504.0
Into Pitch Black (2000),3.4,5.0
Zeitoun (2015),4.0,1.0
Mifune: The Last Samurai (2016),3.4444444444444446,9.0
Private Hell 36 (1954),3.0,7.0
"Silent Night, Deadly Night 4: Initiation (1990)",1.8333333333333333,3.0
"Magus, The (1968)",2.85,10.0
"Dernier Combat, Le (Last Battle, The) (1983)",3.364,125.0
Breakfast of Champions (1999),2.604040404040404,495.0
Passengers (2016),3.537236084452975,2605.0
Magnus (2016),3.933333333333333,15.0
Wrong Rosary (Uzak ihtimal) (2009),3.2,5.0
Winter of Discontent (2012),2.75,2.0
Priyamanavale (2000),1.5,2.0
Scott Hall: Living on a Razor's Edge,4.0,1.0
I Married a Witch (1942),3.325,80.0
Miss Congeniality (2000),3.0499561467621694,13682.0
Hercules and the Captive Women (1961),3.0,1.0
30 Days Until I'm Famous (2004),3.5,2.0
"Happiness Is a Warm Blanket, Charlie Brown (2011)",3.4,20.0
Our Man Flint (1965),3.3250517598343685,483.0
For Your Consideration (2006),3.0544354838709675,496.0
Something Is Happening (Kuch Kuch Hota Hai) (1998),3.76,100.0
"Tiger's Tail, The (2006)",2.6875,8.0
The Cloverfield Paradox (2018),2.7569060773480665,362.0
"Muse, The (1999)",2.789949181253529,1771.0
Mary & Tim (1996),5.0,1.0
Youth of the Beast (Yaju no seishun) (1963),3.603448275862069,58.0
Tomorrow We Move (Demain on déménage) (2004),3.5714285714285716,7.0
The Passage (1986),2.75,2.0
Emma (2009),3.9012987012987015,385.0
It Should Happen to You (1954),3.4285714285714284,21.0
The Flying Doctors of East Africa (1969),2.6666666666666665,3.0
César (1936),3.1363636363636362,11.0
What Price Glory (1926),3.6666666666666665,3.0
Spiral (2007),3.2375,40.0
The Visitor (1979),2.7058823529411766,34.0
Double Face (1969),3.0,1.0
The Young Savages (1961),4.0,4.0
Cheech & Chong's The Corsican Brothers (1984),2.4824324324324323,370.0
Gook (2017),3.0,10.0
Love at Large (1990),2.9565217391304346,23.0
Judgement Day (1983),3.0,1.0
A Walk in the Sun (1945),3.448905109489051,137.0
Ho ucciso Napoleone (2015),3.25,2.0
Cameraperson (2016),3.4166666666666665,12.0
貞子3D (2012),2.1363636363636362,11.0
Giant Little Ones (2018),4.5,1.0
Spring Break (1983),2.3366666666666664,150.0
Suspiria (2017),2.875,4.0
Force 10 from Navarone (1978),3.302430243024302,1111.0
Look at Me (Comme une image) (2004),3.410179640718563,167.0
The Outsider (1981),2.6666666666666665,6.0
Dinoshark (2010),2.0833333333333335,6.0
Norwegian Ninja (2010),1.8333333333333333,3.0
Rags (2012),3.7857142857142856,7.0
The Right Distance (2007),3.8333333333333335,3.0
What Have You Done Today Mervyn Day? (2005),3.0,1.0
Cattle Annie and Little Britches (1981),2.25,2.0
Silent Witness (Do Not Disturb) (1999),3.0,3.0
Chasing the Dragon (2017),3.357142857142857,7.0
The Three from the Filling Station (1930),4.0,1.0
The Last Ronin (2010),2.75,2.0
"Equalizer, The (2014)",3.6195193929173692,2372.0
"Idiot Returns, The (Návrat idiota) (1999)",3.0,7.0
Brubaker (1980),3.527204502814259,533.0
Panic in Year Zero! (1962),3.34375,32.0
Here Alone (2016),3.227272727272727,33.0
Nationale 7 (2000),3.5,1.0
"Conspiracy of Torture, The (Beatrice Cenci) (1969)",3.0,1.0
"Suspect, The (1944)",3.25,8.0
"Byron, Ballad for a Daemon (1998)",0.5,1.0
Liberace: Behind the Music (1988),3.25,2.0
Suzanne (2013),3.0833333333333335,6.0
The Iron Petticoat (1956),3.0,1.0
Two Weeks Notice (2002),3.226731301939058,3610.0
A More Perfect Union (1989),2.5,2.0
Open Season 2 (2008),2.7392241379310347,232.0
Toast (2010),3.1956521739130435,69.0
Pero Kvrzica's Comradeship (1970),3.0,2.0
Found in Time (2012),2.0,2.0
Night Tide (1961),3.0,22.0
Living in the Age of Airplanes (2015),3.0,2.0
Lammbock (2001),3.6586206896551725,145.0
Shadows (1959),3.721590909090909,176.0
I Wanna Hold Your Hand (1978),3.314814814814815,81.0
Unna ja Nuuk (2006),2.0,1.0
The Good Mistress (2014),5.0,1.0
Crooks Anonymous (1962),2.5,2.0
Up the Sandbox (1972),2.359375,32.0
"Human Behavior Experiments, The (2006)",3.875,12.0
Dr. Kildare's Strange Case (1940),2.5,2.0
Yumurta (Egg) (2007),3.05,10.0
Dreamland (2007),1.75,2.0
Up (2009),3.973415445817236,26143.0
Aurora (2015),1.6923076923076923,13.0
Nanami: The Inferno of First Love (1968),2.75,2.0
Poetical Refugee (2000),3.1666666666666665,3.0
"Mayday at 40,000 Feet! (1976)",2.5,1.0
April in Paris (1952),3.25,6.0
Mobile Suit Gundam F91 (1991),3.0,4.0
"Young, Violent, Dangerous (1976)",2.5,1.0
"Good Thief, The (2002)",3.3533916849015317,457.0
A Cry in the Wild (1990),3.0833333333333335,6.0
Priest (1994),3.7248175182481753,2740.0
The Third Half (2012),4.125,4.0
Disco Polo (2015),4.0,1.0
Drive-In Horrorshow (2009),3.0,1.0
Lucky Jordan (1942),3.0,1.0
Major League (1989),3.4880427211516136,4307.0
The Other Side of the Mountain: Part II (1978),2.5,1.0
The Fourth Annual 'On Cinema' Oscar Special (2016),4.0,1.0
Madame Sousatzka (1988),3.242914979757085,247.0
"Dzhentlmeny, Udachi! (2012)",1.125,12.0
Running Turtle (2009),3.5,10.0
A Husband of Round Trip (1957),3.5,1.0
David Copperfield (2000),3.423076923076923,13.0
Groundhog Day (1993),3.8854931922813205,40836.0
Shade (2003),3.1885245901639343,183.0
Beginning of the End (1957),2.1923076923076925,39.0
Life Upside Down (1964),3.1666666666666665,3.0
Terug Naar Morgen (2015),3.5833333333333335,6.0
For Whom the Bell Tolls (1943),3.646560846560847,945.0
Whose Streets? (2017),3.0,6.0
Contact High (2009),3.3,10.0
Under the Boardwalk: The Monopoly Story (2010),2.9285714285714284,7.0
War Arrow (1954),5.0,2.0
Star Wars: Episode V - The Empire Strikes Back (1980),4.133481206891313,65822.0
Katherine Ryan: In Trouble (2017),3.3333333333333335,15.0
Puppylove (2013),1.5,1.0
Troll (1986),2.6666666666666665,78.0
See What I'm Saying: The Deaf Entertainers Documentary (2010),3.5,1.0
Sergio (2009),4.0,2.0
Born Winner (1976),2.0,1.0
"Man, The (1972)",3.1666666666666665,3.0
Red Obession (2013),3.0357142857142856,14.0
Plug Love (2017),3.5,1.0
Korengal (2014),3.75,30.0
Trailer Park Boys: Live at the North Pole (2014),2.15625,16.0
An Interesting Story (1904),4.071428571428571,7.0
Wetherby (1985),3.269230769230769,26.0
Coming Apart (1969),2.5,18.0
Go (2001),3.46875,64.0
Tectonic Plate (2016),4.0,1.0
Il tassinaro (1983),3.0,1.0
Blondes at Work (1938),3.0,1.0
The End (2012),2.5625,8.0
Black Legion (1937),3.0416666666666665,12.0
"Wind Will Carry Us, The (Bad ma ra khahad bord) (1999)",3.607843137254902,102.0
Neighbors (2014),3.220452209660843,1946.0
Schultze Gets the Blues (2003),3.3686131386861313,137.0
Awakenings (1990),3.764964273163875,8537.0
La tour 2 contrôle infernale (2016),2.0,1.0
Borderline (1930),3.3,5.0
Psycho Cop Returns (1993),2.0,1.0
"Brooklyn State of Mind, A (1998)",3.0,1.0
Night of the Living Dead: Darkest Dawn (2015),1.6666666666666667,3.0
A Moving Romance (2017),4.75,2.0
Goshogaoka (1998),2.5,1.0
Rambling Rose (1991),3.455592105263158,304.0
The Last Straight Man (2014),2.5,4.0
"Yes, But... (Oui, mais...) (2001)",3.75,4.0
Shooting Gallery (2005),2.5833333333333335,6.0
The Best Two Years (2003),3.0,1.0
Herostratus (1967),4.0,4.0
Benigni (2009),3.2,5.0
Jet Li's Fearless (Huo Yuan Jia) (2006),3.776869893148963,1591.0
Cuba (1979),2.89,50.0
Ghost (2010),3.0,1.0
Race to Nowhere (2009),3.8333333333333335,6.0
Jackals (2017),2.5,8.0
The Gnomes' Great Adventure (1987),3.5,1.0
Manitou's Shoe (2001),3.875,16.0
Karan Arjun (1995),2.9722222222222223,18.0
Report (1967),2.5,1.0
I Confess (1953),3.4958100558659218,358.0
American Virgin (2009),2.3372093023255816,43.0
Bride of Re-Animator (1990),2.890595009596929,521.0
Fear of the Flesh: The Making of The Fly (2005),4.5,2.0
They Will Have To Kill Us First,3.5,1.0
Memories (2013),3.3333333333333335,6.0
"Glass Agency, The (Ajans-E Shisheh-I) (1999)",4.0,11.0
Black Hollow Cage (2017),2.9166666666666665,6.0
This Is Spinal Tap (1984),4.006153598108239,18607.0
Me and Orson Welles (2008),3.228395061728395,162.0
Ice Cream Man (1995),2.5357142857142856,14.0
Onaayum Aattukkuttiyum (2013),3.5,2.0
At War with the Army (1950),2.6527777777777777,36.0
"Grudge, The (2004)",2.816165951359084,2796.0
The Glass Wall (1953),2.0,1.0
Fracture (2010),4.166666666666667,3.0
Imperial Japanese Dance (1894),2.0,2.0
The White Planet (2006),3.0,1.0
Crossroads (2002),1.8895705521472392,1141.0
Mooz-lum (2011),2.5,7.0
Ninja Academy (1988),3.5,1.0
Late Bloomers (2006),4.0,2.0
Enola Gay and the Atomic Bombing of Japan (1995),3.5,1.0
Corn on the Cop (1965),2.5,1.0
Outside Ozona (1998),2.9166666666666665,18.0
The Bartender (2015),2.5,8.0
"Producers, The (1968)",3.850711209708991,7663.0
"Time to Kill, A (1996)",3.691694781422726,13931.0
Home (2009),3.9696629213483146,445.0
Baby Bump (2015),2.75,2.0
Going Ape! (1981),2.522727272727273,22.0
City of Ember (2008),3.4167910447761196,1340.0
Surviving Life (Theory and Practice) (2010),3.6666666666666665,9.0
Choppertown: The Sinners (2005),4.0,2.0
Il rosso e il blu (2012),3.0,2.0
And Starring Pancho Villa as Himself (2003),3.176470588235294,17.0
"I Hate Mondays, (Nie lubie poniedzialku) (1971)",3.7142857142857144,14.0
Dracula A.D. 1972 (1972),2.6666666666666665,18.0
Cargo (2011),2.3333333333333335,3.0
"Golden Christmas, A (2009)",1.75,2.0
"Prisoner of Shark Island, The (1936)",3.25,12.0
The Spy Gone North (2018),3.0,1.0
The Da Vinci Treasure (2006),1.75,2.0
Night Flier (1997),2.698492462311558,398.0
Marching to Zion (2015),0.5,2.0
"Gnome-Mobile, The (1967)",2.976470588235294,170.0
Sherlock Holmes and the Voice of Terror (1942),3.3292682926829267,82.0
The Girl with the Red Hair (1981),2.5,2.0
Brooklyn Rules (2007),3.075,40.0
The Disaster Artist (2017),3.6417682926829267,656.0
"Last Ride, The (2012)",2.5833333333333335,6.0
"Three Musketeers, The (1993)",3.1943745030479724,15092.0
Only Daughter (2013),3.5,2.0
Hollywood Party (1934),2.75,2.0
Pokémon the Movie: Black - Victini and Reshiram (2011),2.3333333333333335,15.0
India Song (1975),2.75,10.0
I Wish I Knew (2010),4.5,2.0
The Goodbye Kiss (2006),3.0,1.0
Turbo: A Power Rangers Movie (1997),1.4207792207792207,770.0
Come and Get It (1936),3.275,20.0
Behind Convent Walls (1978),2.0,1.0
Pokémon Heroes (2003),1.378238341968912,386.0
Grave Encounters (2011),3.229591836734694,294.0
"Violent City (Family, The) (Città violenta) (1970)",3.0588235294117645,17.0
Suppose They Gave a War and Nobody Came? (1970),2.25,2.0
Sunday Go to Meetin' Time (1936),3.0,1.0
Love and Death on Long Island (1997),3.5127388535031847,1256.0
One Trick Pony (1980),2.875,12.0
Blind (2014),3.358490566037736,53.0
Five Evenings (1979),3.5,9.0
Polar Flight (2013),2.0,1.0
The Life Coach (2009),3.0,1.0
The Music of Erich Zann (1980),2.5,1.0
La villa del venerdì (1991),4.0,1.0
Hello and Goodbye (1972),3.75,2.0
The Crucifixion (2017),2.25,4.0
"Romantics, The (2010)",2.460526315789474,76.0
Attack of the 60 Foot Centerfolds (1995),2.5,1.0
Postmen in the Mountains (1999),3.875,4.0
Hindle Wakes (1927),4.25,2.0
Lottovoittaja UKK Turhapuro (1976),3.125,8.0
Mosquinha (1890),1.25,2.0
"Not on Your Life (Verdugo, El) (Executioner, The) (1963)",3.8392857142857144,28.0
Beat Girl (1961),2.75,2.0
Among the Living (1941),3.0,2.0
"Big Mommas: Like Father, Like Son (2011)",2.1782178217821784,101.0
Mother of Mine (Äideistä parhain) (2005),3.719047619047619,105.0
"Man from Elysian Fields, The (2001)",3.318407960199005,201.0
Sharunas Bartas: An Army of One (2010),2.0,1.0
Angel of Destruction (1994),3.5,1.0
Broken Kingdom (2012),4.0,1.0
Tormented (1960),2.261904761904762,21.0
La liga no es cosa de hombres (1972),3.0,1.0
Robin Hood (1922),3.5,31.0
Fetishes (1996),3.0555555555555554,9.0
Mea Maxima Culpa: Silence in the House of God (2012),3.576923076923077,26.0
Honest Man: The Life of R. Budd Dwyer (2010),3.25,4.0
Wish Me Away (2011),3.0,7.0
Pot O' Gold (1941),2.5697674418604652,43.0
Born to Be Bad (1934),3.0,6.0
The Lost Room (2006),4.055357142857143,280.0
Gangster Squad (2013),3.1761853448275863,928.0
Bride & Prejudice (2004),3.2546403712296983,862.0
Jason's Lyric (1994),3.1598639455782314,441.0
Mickey's Good Deed (1932),3.1666666666666665,9.0
Particle Fever (2013),3.7953216374269005,171.0
The Tale of the Fox (1937),3.3333333333333335,3.0
"One and Only, Genuine, Original Family Band, The (1968)",2.975,20.0
Ginger Ale Afternoon (1989),3.0,1.0
Twins of Evil (1971),2.9615384615384617,26.0
The Falls: Covenant of Grace (2016),3.75,2.0
The Last Sin Eater (2007),2.0,1.0
Precision: The Measure of All Things (2013),4.166666666666667,3.0
Trinity and Sartana Are Coming (1972),3.5,3.0
The Child of Man (1991),4.0,1.0
23 (23 - Nichts ist so wie es scheint) (1998),3.619718309859155,71.0
Dead Season (2012),1.0,1.0
Varan the Unbelievable (1958),2.75,2.0
Devotion (2003),4.0,1.0
Going By The Book (2007),3.7045454545454546,22.0
The Ash Lad: In the Hall of the Mountain King (2017),3.6666666666666665,3.0
The Jackie Robinson Story (1950),3.375,4.0
"Girl, The (2012)",3.026315789473684,38.0
"Free Soul, A (1931)",3.4285714285714284,14.0
Caprice (1967),2.9166666666666665,6.0
"Las Vegas Story, The (1952)",2.5714285714285716,7.0
Back from Eternity (1956),3.3333333333333335,3.0
San Giovanni decollato (1940),2.5,1.0
"Bat Whispers, The (1930)",2.6875,24.0
Rain or Shine (1930),3.5,1.0
Thunder Cops II (1989),1.5,1.0
Air America (1990),2.7733934611048476,1774.0
White House Down (2013),3.2080026455026456,1512.0
"Dark Half, The (1993)",2.806216931216931,756.0
"Bigger, Stronger, Faster* (2008)",3.685567010309278,485.0
The Seagull (1978),2.5,1.0
You Know My Name (1999),1.0,1.0
Diaz: Don't Clean Up This Blood (2012),5.0,1.0
Alien Trespass (2009),2.607142857142857,42.0
"Day the Earth Caught Fire, The (1961)",3.431547619047619,168.0
Jalla! Jalla! (2000),3.5551181102362204,508.0
Mission to Moscow (1943),2.8333333333333335,3.0
Ring of Fire: The Emile Griffith Story (2005),3.0,1.0
"Death King, The (Der Todesking) (1990)",2.8,15.0
The Late Bloomer (2016),3.076923076923077,39.0
Forest of Bliss (1986),3.4,5.0
"America, America (1963)",3.642857142857143,35.0
"Legend of Boggy Creek, The (1972)",2.388059701492537,67.0
"Habanera, La (1937)",2.75,4.0
Hector (2015),3.75,4.0
"Legend II, The (Fong Sai Yuk juk jaap) (1993)",3.8181818181818183,11.0
Texas Killing Fields (2011),2.7739726027397262,73.0
Carry On... Up the Khyber (1968),2.6666666666666665,12.0
"Quax, der Bruchpilot (1941)",3.5,2.0
Saving Face (2004),3.7514367816091956,348.0
Witness to Murder (1954),2.888888888888889,18.0
Black Butterfly (2006),3.3333333333333335,3.0
Went to Coney Island on a Mission From God... Be Back by Five (1998),3.142857142857143,28.0
The Man From The Alamo (1953),2.8333333333333335,3.0
"Killer Shrews, The (1959)",2.142857142857143,147.0
Girls Will Be Girls (2003),3.096774193548387,31.0
Motivational Growth (2013),4.0,1.0
BloodRayne: The Third Reich (2011),1.94,25.0
Au Hasard Balthazar (1966),3.8056300268096517,373.0
Gentlemen of Fortune (Dzhentlmeny udachi) (1972),4.0393559928443645,559.0
Yevadu (2014),4.5,2.0
The Automatic Hate (2015),3.0,4.0
"Girl with the Red Scarf, The (Selvi boylum, al yazmalim) (1978)",3.9411764705882355,17.0
Bluebird (2014),3.0,5.0
Butley (1974),3.3,10.0
Friends of God: A Road Trip with Alexandra Pelosi (2007),3.4,5.0
The Nickel Ride (1975),2.75,2.0
La clé sur la porte (1978),3.0,1.0
"Librarian, The: The Curse of the Judas Chalice (2008)",3.2115384615384617,208.0
Scooby-Doo! Shaggy's Showdown (2017),3.3333333333333335,3.0
Endeavour (2012),3.875,32.0
A Gun in Each Hand (2012),3.375,8.0
